日付,種別,見出し,英語見出し,リンク
2026-11-26,学会参加,須賀が第49回ケモインフォマティクス討論会に参加予定です（発表未定）。,Kensuke Suga plans to attend the 49th Symposium on Chemoinformatics. A presentation has not yet been decided.,https://sites.google.com/view/chemoinfo2026/
